x,y,terrain,traversable
25,6,dirt,true
26,6,dirt,true
27,6,dirt,true
28,6,dirt,true
29,6,dirt,true
30,6,dirt,true
31,6,dirt,true
32,6,dirt,true
33,6,dirt,true
34,6,dirt,true
35,6,dirt,true
36,6,dirt,true
37,6,dirt,true
38,6,dirt,true
39,6,dirt,true
40,6,dirt,true
0,7,mountainGreen,false
1,7,mountainGreen,false
2,7,dirt,true
3,7,dirt,true
4,7,dirt,true
5,7,dirt,true
6,7,dirt,true
7,7,dirt,true
8,7,dirt,true
9,7,dirt,true
10,7,dirt,true
11,7,dirt,true
12,7,dirt,true
13,7,dirt,true
14,7,mountainGreen,false
15,7,mountainGreen,false
16,7,mountainGreen,false
17,7,mountainGreenTopRight,false
18,7,dirt,true
19,7,dirt,true
20,7,dirt,true
21,7,dirt,true
22,7,bushGreen,false
23,7,dirt,true
24,7,dirt,true
25,7,bushGreen,false
26,7,dirt,true
27,7,bushGreen,false
28,7,dirt,true
29,7,bushGreen,false
30,7,dirt,true
31,7,dirt,true
32,7,dirt,true
33,7,dirt,true
34,7,dirt,true
35,7,dirt,true
36,7,dirt,true
37,7,dirt,true
38,7,dirt,true
39,7,dirt,true
40,7,dirt,true
0,8,mountainGreen,false
1,8,mountainGreen,false
2,8,dirt,true
3,8,dirt,true
4,8,dirt,true
5,8,dirt,true
6,8,dirt,true
7,8,dirt,true
8,8,dirt,true
9,8,dirt,true
10,8,dirt,true
11,8,dirt,true
12,8,dirt,true
13,8,dirt,true
14,8,mountainGreen,false
15,8,mountainGreen,false
16,8,mountainGreen,false
17,8,mountainGreen,false
18,8,dirt,true
19,8,dirt,true
20,8,dirt,true
21,8,dirt,true
22,8,dirt,true
23,8,dirt,true
24,8,dirt,true
25,8,dirt,true
26,8,dirt,true
27,8,dirt,true
28,8,dirt,true
29,8,dirt,true
30,8,dirt,true
31,8,dirt,true
32,8,dirt,true
33,8,dirt,true
34,8,dirt,true
35,8,dirt,true
36,8,mountainRedTopLeft,false
37,8,mountainRedTopRight,false
38,8,dirt,true
39,8,dirt,true
40,8,dirt,true
0,9,mountainGreen,false
1,9,mountainGreen,false
2,9,mountainGreenTop,false
3,9,mountainGreenTop,false
4,9,mountainGreenTop,false
5,9,mountainGreenTop,false
6,9,mountainGreenTop,false
7,9,mountainGreenTop,false
8,9,mountainGreenTop,false
9,9,mountainGreenTop,false
10,9,mountainGreenTop,false
11,9,mountainGreenTop,false
12,9,mountainGreenTop,false
13,9,mountainGreenTop,false
14,9,mountainGreen,false
15,9,mountainGreen,false
16,9,mountainGreen,false
17,9,mountainGreen,false
18,9,bushGreen,false
19,9,bushGreen,false
20,9,bushGreen,false
21,9,bushGreen,false
22,9,bushGreen,false
23,9,bushGreen,false
24,9,bushGreen,false
25,9,bushGreen,false
26,9,bushGreen,false
27,9,bushGreen,false
28,9,bushGreen,false
29,9,bushGreen,false
30,9,bushGreen,false
31,9,bushGreen,false
32,9,mountainRedTopLeft,false
33,9,mountainRedTop,false
34,9,mountainRedTop,false
35,9,mountainRedTop,false
36,9,mountainRed,false
37,9,mountainRed,false
38,9,mountainRedTopRight,false
39,9,mountainRedTopLeft,false
40,9,mountainRedTop,false
0,10,mountainGreen,false
1,10,mountainGreen,false
2,10,mountainGreen,false
3,10,mountainGreen,false
4,10,mountainGreen,false
5,10,mountainGreen,false
6,10,mountainGreen,false
7,10,mountainGreen,false
8,10,mountainGreen,false
9,10,mountainGreen,false
10,10,mountainGreen,false
11,10,mountainGreen,false
12,10,mountainGreen,false
13,10,mountainGreen,false
14,10,mountainGreen,false
15,10,mountainGreen,false
16,10,mountainGreen,false
17,10,mountainGreen,false
18,10,bushGreen,false
19,10,bushGreen,false
20,10,bushGreen,false
21,10,bushGreen,false
22,10,bushGreen,false
23,10,bushGreen,false
24,10,bushGreen,false
25,10,bushGreen,false
26,10,bushGreen,false
27,10,bushGreen,false
28,10,bushGreen,false
29,10,bushGreen,false
30,10,bushGreen,false
31,10,bushGreen,false
32,10,mountainRed,false
33,10,mountainRed,false
34,10,mountainRed,false
35,10,mountainRed,false
36,10,mountainRed,false
37,10,mountainRed,false
38,10,mountainRed,false
39,10,mountainRed,false
40,10,mountainRed,false
8,-1,dirt,true
6,-1,mountainGreen,false
6,-2,mountainGreenTop,false
7,-2,dirt,true
8,-2,dirt,true
7,-1,dirt,true
5,-2,mountainGreenTop,false
4,-2,mountainGreenTop,false
3,-2,mountainGreenTop,false
2,-2,mountainGreenTop,false
1,-3,mountainGreenTopRight,false
0,-4,mountainGreenTopRight,false
5,-1,mountainGreen,false
4,-1,mountainGreen,false
3,-1,mountainGreen,false
2,-1,mountainGreen,false
1,-1,mountainGreen,false
0,-1,mountainGreen,false
0,-2,mountainGreen,false
1,-2,mountainGreen,false
0,-3,mountainGreen,false
9,-2,mountainGreen,false
9,-1,mountainGreen,false
10,-3,mountainGreenTopRight,false
11,-2,mountainGreenTop,false
12,-2,mountainGreenTop,false
13,-2,mountainGreenTop,false
10,-2,mountainGreen,false
10,-1,mountainGreen,false
11,-1,mountainGreen,false
12,-1,mountainGreen,false
13,-1,mountainGreen,false
14,-1,mountainGreen,false
15,-1,mountainGreen,false
14,-2,mountainGreen,false
15,-2,mountainGreen,false
15,-3,mountainGreen,false
9,-3,mountainGreenTopLeft,false
8,-3,dirt,true
7,-3,dirt,true
6,-3,dirt,true
5,-3,dirt,true
4,-3,dirt,true
3,-3,dirt,true
2,-3,dirt,true
1,-4,dirt,true
2,-4,dirt,true
3,-4,dirt,true
3,-4,dirt,true
4,-4,dirt,true
5,-4,rockGreen,false
6,-4,dirt,true
7,-4,dirt,true
8,-4,dirt,true
9,-4,dirt,true
10,-4,dirt,true
10,-5,dirt,true
9,-5,dirt,true
8,-5,dirt,true
7,-5,dirt,true
6,-5,dirt,true
5,-5,dirt,true
4,-5,dirt,true
3,-5,dirt,true
2,-5,dirt,true
1,-5,dirt,true
0,-5,dirt,true
0,-6,dirt,true
0,-7,dirt,true
0,-8,mountainGreenLowerRight,false
0,-9,mountainGreen,false
1,-10,mountainGreen,false
0,-10,mountainGreen,false
0,-11,mountainGreen,false
1,-11,mountainGreen,false
2,-11,mountainGreen,false
3,-11,mountainGreen,false
4,-11,mountainGreen,false
5,-11,mountainGreen,false
6,-11,mountainGreen,false
1,-6,dirt,true
1,-7,dirt,true
1,-8,dirt,true
1,-9,mountainGreenLowerRight,false
2,-10,mountainGreen,false
2,-9,dirt,true
2,-8,dirt,true
2,-7,dirt,true
2,-6,dirt,true
4,-6,dirt,true
3,-6,rockGreen,false
3,-7,dirt,true
3,-8,rockGreen,false
3,-9,dirt,true
3,-10,mountainGreen,false
4,-10,mountainGreen,false
4,-9,dirt,true
4,-8,dirt,true
4,-7,dirt,true
5,-7,dirt,true
5,-6,rockGreen,false
5,-8,rockGreen,false
5,-9,dirt,true
5,-10,mountainGreen,false
6,-10,mountainGreen,false
6,-9,dirt,true
6,-8,dirt,true
6,-7,dirt,true
6,-6,dirt,true
7,-6,dirt,true
7,-7,dirt,true
7,-8,dirt,true
7,-9,dirt,true
7,-10,mountainGreen,true
8,-9,dirt,true
8,-10,mountainGreen,false
8,-8,dirt,true
8,-7,dirt,true
8,-6,dirt,true
9,-6,dirt,true
9,-7,dirt,true
9,-8,dirt,true
9,-9,dirt,true
9,-10,dirt,true
10,-10,dirt,true
10,-9,dirt,true
10,-8,dirt,true
10,-6,dirt,true
10,-7,dirt,true
11,-6,dirt,true
11,-5,dirt,true
11,-4,dirt,true
11,-3,dirt,true
12,-3,dirt,true
13,-3,dirt,true
12,-4,rockGreen,false
13,-4,dirt,true
14,-4,dirt,true
12,-5,dirt,true
13,-5,dirt,true
15,-5,dirt,true
14,-5,dirt,true
15,-6,dirt,true
15,-7,dirt,true
15,-8,mountainGreenLowerLeft,false
14,-9,mountainGreenLowerLeft,false
13,-10,mountainGreen,false
14,-10,mountainGreen,false
15,-10,mountainGreen,false
15,-9,mountainGreen,false
15,-11,mountainGreen,false
14,-11,mountainGreen,false
13,-11,mountainGreen,false
12,-11,mountainGreen,false
11,-11,mountainGreen,false
10,-11,mountainGreen,false
9,-11,mountainGreen,false
8,-11,mountainGreen,false
7,-11,mountainGreen,false
12,-10,mountainGreen,false
11,-10,mountainGreen,false
10,-9,mountainGreenLowerRight,false
10,-10,mountainGreen,false
9,-10,mountainGreen,false
9,-9,mountainGreenLowerLeft,false
8,-10,mountainGreen,false
14,-6,dirt,true
13,-6,dirt,true
12,-6,dirt,true
11,-7,dirt,true
11,-8,dirt,true
11,-9,dirt,true
12,-9,dirt,true
12,-9,dirt,true
13,-9,dirt,true
12,-8,rockGreen,false
12,-7,dirt,true
13,-7,dirt,true
14,-7,dirt,true
14,-8,dirt,true
13,-8,dirt,true
11,-7,dirt,true
12,-7,dirt,true
12,-6,dirt,true
12,-6,dirt,true
-1,6,mountainGreenTopLeft,false
-2,5,dirt,true
-1,4,mountainGreenLowerLeft,false
-1,5,dirt,true
-10,4,dirt,true
-2,3,mountainGreenLowerLeft,false
-1,3,mountainGreen,false
-2,2,mountainGreen,false
-2,1,mountainGreen,false
-2,0,mountainGreen,false
-2,0,mountainGreen,false
-1,0,mountainGreen,false
-1,1,mountainGreen,false
-1,2,mountainGreen,false
-2,4,dirt,true
-2,6,dirt,true
-3,7,dirt,true
-2,8,mountainGreen,false
-1,8,mountainGreen,false
-1,7,mountainGreen,false
-1,9,mountainGreen,false
-2,9,mountainGreen,false
-2,10,mountainGreen,false
-1,10,mountainGreen,false
-3,10,mountainGreen,false
-4,10,mountainGreen,false
-5,10,mountainGreen,false
-6,10,mountainGreen,false
-7,10,mountainGreen,false
-8,10,mountainGreen,false
-9,10,mountainGreen,false
-10,10,mountainGreen,false
-11,10,mountainGreen,false
-12,10,mountainGreen,false
-13,10,mountainGreen,false
-14,10,mountainGreen,false
-15,10,mountainGreen,false
-16,10,mountainGreen,false
-3,9,mountainGreenTop,false
-4,9,mountainGreenTop,false
-5,9,mountainGreenTop,false
-6,9,mountainGreenTop,false
-7,9,mountainGreenTop,false
-8,9,mountainGreenTop,false
-9,9,mountainGreenTop,false
-10,9,mountainGreenTop,false
-11,9,mountainGreenTop,false
-12,9,mountainGreenTop,false
-13,9,mountainGreenTop,false
-14,9,mountainGreenTop,false
-14,9,mountainGreenTop,false
-15,9,mountainGreenTop,false
-15,9,mountainGreenTop,false
-16,9,mountainGreenTop,false
-3,8,dirt,true
-4,8,dirt,true
-5,8,dirt,true
-6,8,dirt,true
-7,8,dirt,true
-8,8,dirt,true
-9,8,dirt,true
-10,8,dirt,true
-11,8,dirt,true
-12,8,dirt,true
-13,8,dirt,true
-14,8,dirt,true
-15,8,dirt,true
-16,8,dirt,true
-16,7,dirt,true
-15,7,dirt,true
-14,7,dirt,true
-13,7,dirt,true
-12,7,dirt,true
-11,7,dirt,true
-10,7,dirt,true
-9,7,dirt,true
-8,7,rockGreen,false
-7,7,dirt,true
-6,7,dirt,true
-5,7,dirt,true
-4,7,dirt,true
-3,6,dirt,true
-4,6,dirt,true
-5,6,dirt,true
-6,6,rockGreen,false
-7,6,dirt,true
-8,6,dirt,true
-9,6,dirt,true
-10,6,dirt,true
-11,6,dirt,true
-12,6,dirt,true
-13,6,dirt,true
-14,6,dirt,true
-15,6,dirt,true
-16,6,dirt,true
-16,5,dirt,true
-15,5,dirt,true
-14,5,rockGreen,false
-13,5,dirt,true
-12,5,dirt,true
-11,5,rockGreen,false
-10,5,dirt,true
-9,5,dirt,true
-8,5,rockGreen,false
-7,5,dirt,true
-6,5,dirt,true
-5,5,dirt,true
-4,5,dirt,true
-3,5,dirt,true
-3,4,dirt,true
-4,4,dirt,true
-5,4,dirt,true
-6,4,rockGreen,false
-7,4,dirt,true
-8,4,dirt,true
-9,4,dirt,true
-11,4,dirt,true
-12,4,dirt,true
-13,4,dirt,true
-14,4,dirt,true
-15,4,dirt,true
-16,4,dirt,true
-16,3,dirt,true
-15,3,dirt,true
-14,3,dirt,true
-13,3,dirt,true
-12,3,dirt,true
-11,3,dirt,true
-10,3,dirt,true
-9,3,dirt,true
-8,3,rockGreen,false
-7,3,dirt,true
-6,3,dirt,true
-5,3,dirt,true
-4,3,dirt,true
-3,3,dirt,true
-3,2,dirt,true
-4,2,dirt,true
-5,2,dirt,true
-6,2,dirt,true
-7,2,dirt,true
-8,2,dirt,true
-9,2,dirt,true
-10,2,dirt,true
-11,2,dirt,true
-12,2,dirt,true
-13,2,dirt,true
-14,2,dirt,true
-15,2,dirt,true
-16,2,dirt,true
-16,1,mountainGreen,false
-15,1,mountainGreen,false
-14,1,mountainGreen,false
-13,1,mountainGreen,false
-12,1,mountainGreen,false
-11,1,mountainGreen,false
-10,1,mountainGreen,true
-9,1,mountainGreen,false
-8,1,mountainGreen,false
-7,1,mountainGreen,false
-6,1,mountainGreen,false
-5,1,mountainGreenLowerRight,false
-4,1,dirt,true
-3,1,dirt,true
-3,0,dirt,true
-4,0,dirt,true
-5,0,mountainGreen,false
-6,0,mountainGreen,false
-7,0,mountainGreen,false
-8,0,mountainGreen,false
-9,0,mountainGreen,false
-10,0,mountainGreen,false
-11,0,mountainGreen,false
-12,0,mountainGreen,false
-13,0,mountainGreen,false
-14,0,mountainGreen,false
-15,0,mountainGreen,false
-16,0,mountainGreen,false
-1,-3,mountainGreen,false
-1,-2,mountainGreen,false
-1,-1,mountainGreen,false
-2,-2,mountainGreen,false
-2,-1,mountainGreen,false
-1,-8,mountainGreenLowerLeft,false
-2,-9,mountainGreenLowerLeft,false
-1,-9,mountainGreen,false
-1,-10,mountainGreen,false
-1,-11,mountainGreen,false
-2,-11,mountainGreen,false
-2,-10,mountainGreen,false
-3,-9,dirt,true
-3,-10,mountainGreen,false
-3,-11,mountainGreen,false
-4,-10,mountainGreen,false
-5,-10,mountainGreen,false
-6,-10,mountainGreen,false
-7,-10,mountainGreen,false
-8,-10,mountainGreen,false
-9,-10,mountainGreen,false
-10,-10,mountainGreen,false
-11,-10,mountainGreen,false
-12,-10,mountainGreen,false
-13,-10,mountainGreen,false
-14,-10,mountainGreen,false
-15,-10,mountainGreen,false
-16,-10,mountainGreen,false
-16,-11,mountainGreen,false
-15,-11,mountainGreen,false
-14,-11,mountainGreen,false
-13,-11,mountainGreen,false
-12,-11,mountainGreen,false
-11,-11,mountainGreen,false
-10,-11,mountainGreen,false
-9,-11,mountainGreen,false
-8,-11,mountainGreen,false
-7,-11,mountainGreen,false
-6,-11,mountainGreen,false
-5,-11,mountainGreen,false
-4,-11,mountainGreen,false
-3,-9,dirt,true
-3,-8,dirt,true
-2,-8,dirt,true
-2,-7,dirt,true
-2,-6,dirt,true
-1,-6,dirt,true
-1,-7,dirt,true
-2,-5,dirt,true
-1,-5,dirt,true
-2,-4,dirt,true
-3,-3,dirt,true
-3,-2,dirt,true
-3,-1,dirt,true
-4,-1,dirt,true
-4,-2,dirt,true
-4,-3,dirt,true
-5,-1,mountainGreen,false
-5,-2,mountainGreenTopRight,false
-6,-2,mountainGreenTop,false
-7,-2,mountainGreenTop,false
-8,-2,mountainGreenTop,false
-9,-2,mountainGreenTop,false
-10,-2,mountainGreenTop,false
-11,-2,mountainGreenTop,false
-12,-2,mountainGreenTop,false
-13,-2,mountainGreenTop,false
-14,-2,mountainGreenTop,false
-15,-2,mountainGreenTop,false
-16,-2,mountainGreenTop,false
-6,-1,mountainGreen,false
-7,-1,mountainGreen,false
-8,-1,mountainGreen,false
-9,-1,mountainGreen,false
-10,-1,mountainGreen,false
-11,-1,mountainGreen,false
-12,-1,mountainGreen,false
-13,-1,mountainGreen,false
-14,-1,mountainGreen,false
-15,-1,mountainGreen,false
-16,-1,mountainGreen,false
-3,-4,dirt,true
-3,-5,dirt,true
-3,-6,dirt,true
-3,-7,dirt,true
-4,-9,dirt,true
-5,-9,dirt,true
-6,-9,dirt,true
-7,-9,dirt,true
-8,-9,dirt,true
-9,-9,dirt,true
-10,-9,dirt,true
-11,-9,dirt,true
-12,-9,dirt,true
-13,-9,dirt,true
-14,-9,dirt,true
-15,-9,dirt,true
-16,-9,dirt,true
-16,-8,dirt,true
-15,-8,dirt,true
-14,-8,rockRed,false
-13,-8,rockRed,false
-12,-8,rockRed,false
-11,-8,rockRed,false
-10,-8,dirt,true
-9,-8,dirt,true
-8,-8,dirt,true
-7,-8,dirt,true
-6,-8,dirt,true
-5,-8,dirt,true
-4,-8,dirt,true
-4,-7,dirt,true
-5,-7,dirt,true
-6,-7,dirt,true
-7,-7,rockRed,false
-8,-7,rockRed,false
-9,-7,rockRed,false
-10,-7,dirt,true
-11,-7,dirt,true
-12,-7,dirt,true
-13,-7,dirt,true
-14,-7,dirt,true
-15,-7,dirt,true
-16,-7,dirt,true
-16,-6,dirt,true
-15,-6,dirt,true
-14,-6,rockRed,false
-13,-6,rockRed,false
-12,-6,rockRed,false
-11,-6,rockRed,false
-10,-6,dirt,true
-9,-6,dirt,true
-8,-6,dirt,true
-7,-6,dirt,true
-6,-6,dirt,true
-5,-6,dirt,true
-4,-6,dirt,true
-4,-5,dirt,true
-5,-5,dirt,true
-6,-5,dirt,true
-7,-5,rockRed,false
-8,-5,rockRed,false
-9,-5,rockRed,false
-10,-5,dirt,true
-11,-5,dirt,true
14,-3,mountainGreenTopLeft,false
15,-4,mountainGreenTopLeft,false
18,-12,bushGreen,false
18,-13,bushGreen,false
72,7,waterRed,false
73,7,waterRed,false
-12,-5,dirt,true
-13,-5,dirt,true
-14,-5,dirt,true
-15,-5,dirt,true
-16,-5,dirt,true
-16,-4,dirt,true
-15,-4,dirt,true
-14,-4,rockRed,false
-13,-4,rockRed,false
-12,-4,rockRed,false
-11,-4,rockRed,false
-10,-4,dirt,true
-8,-4,dirt,true
-9,-4,dirt,true
-7,-4,dirt,true
-6,-4,dirt,true
-5,-4,dirt,true
-4,-4,dirt,true
-5,-3,dirt,true
-6,-3,dirt,true
-7,-3,dirt,true
-8,-3,dirt,true
-9,-3,dirt,true
-10,-3,dirt,true
-11,-3,dirt,true
-12,-3,dirt,true
-13,-3,dirt,true
-14,-3,dirt,true
-15,-3,dirt,true
-16,-3,dirt,true
16,-8,mountainGreenLowerRight,false
17,-9,mountainGreenLowerRight,false
16,-9,mountainGreen,false
16,-10,mountainGreen,false
16,-11,mountainGreen,false
17,-11,mountainGreen,false
17,-10,mountainGreen,false
17,-8,dirt,true
17,-7,dirt,true
17,-6,dirt,true
16,-6,dirt,true
16,-5,dirt,true
17,-5,dirt,true
16,-4,mountainGreenTopRight,false
17,-3,mountainGreenTopRight,false
16,-3,mountainGreen,false
16,-2,mountainGreen,false
16,-1,mountainGreen,false
17,-1,mountainGreen,false
17,-2,mountainGreen,false
17,-4,dirt,true
18,-4,dirt,true
16,-7,dirt,true
18,-3,dirt,true
18,-2,bushGreen,false
18,-1,bushGreen,false
18,-5,bushGreen,false
18,-6,dirt,true
18,-7,bushGreen,false
18,-8,dirt,true
18,-9,dirt,true
18,-10,bushGreen,false
18,-11,bushGreen,false
19,-11,dirt,true
19,-10,dirt,true
19,-9,dirt,true
19,-7,dirt,true
19,-8,dirt,true
19,-6,dirt,true
19,-5,dirt,true
19,-4,dirt,true
19,-3,dirt,true
19,-2,dirt,true
19,-1,dirt,true
20,-1,bushGreen,false
20,-2,bushGreen,false
20,-3,dirt,true
20,-4,bushGreen,false
20,-5,dirt,true
20,-6,bushGreen,false
20,-7,dirt,true
20,-8,bushGreen,false
20,-9,dirt,true
20,-10,bushGreen,false
20,-11,bushGreen,false
21,-11,dirt,true
21,-10,dirt,true
21,-9,dirt,true
21,-8,dirt,true
21,-7,dirt,true
21,-6,dirt,true
21,-5,dirt,true
21,-4,dirt,true
21,-3,dirt,true
21,-2,dirt,true
21,-1,dirt,true
22,-1,bushGreen,false
22,-2,bushGreen,false
22,-3,dirt,true
22,-4,dirt,true
22,-5,dirt,true
22,-6,bushGreen,false
22,-7,dirt,true
22,-8,dirt,true
22,-9,dirt,true
22,-10,bushGreen,false
22,-10,dirt,true
22,-11,bushGreen,false
23,-11,dirt,true
23,-10,dirt,true
23,-9,dirt,true
23,-8,dirt,true
23,-7,dirt,true
23,-6,dirt,true
23,-5,dirt,true
23,-4,dirt,true
23,-3,dirt,true
23,-2,dirt,true
23,-1,dirt,true
24,-1,dirt,true
24,-2,dirt,true
24,-3,dirt,true
24,-4,dirt,true
24,-5,dirt,true
24,-6,dirt,true
24,-7,dirt,true
24,-8,dirt,true
24,-9,dirt,true
24,-10,dirt,true
24,-10,dirt,true
24,-11,dirt,true
25,-11,bushGreen,false
25,-10,bushGreen,false
25,-9,dirt,true
25,-8,bushGreen,false
25,-6,bushGreen,false
25,-5,dirt,true
25,-7,dirt,true
25,-4,bushGreen,false
25,-3,dirt,true
25,-2,bushGreen,false
25,-1,bushGreen,false
26,-1,dirt,true
26,-2,dirt,true
26,-3,dirt,true
26,-4,dirt,true
26,-5,dirt,true
26,-6,dirt,true
26,-7,dirt,true
26,-8,dirt,true
26,-9,dirt,true
26,-10,dirt,true
26,-11,dirt,true
27,-11,bushGreen,false
27,-9,dirt,true
27,-8,dirt,true
27,-10,bushGreen,false
27,-7,dirt,true
27,-6,bushGreen,false
27,-5,dirt,true
27,-4,dirt,true
27,-3,dirt,true
27,-2,bushGreen,false
27,-1,bushGreen,false
28,-1,dirt,true
28,-2,dirt,true
28,-3,dirt,true
28,-4,dirt,true
28,-5,dirt,true
28,-6,dirt,true
28,-7,dirt,true
28,-8,dirt,true
28,-9,dirt,true
28,-10,dirt,true
28,-11,dirt,true
